Obs#,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044516_615,4:45:16,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,486.140015,174.836044,0.640359,7.581181,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,349.74646,448.804749,468.286499,475.158325,478.02829,479.482422,480.370758,480.986603,481.522675,481.934662,482.37561,482.69928,483.008636,483.329071,483.593689,483.843323,484.095093,484.315033,484.504944,484.680878,484.85614,484.969849,485.132568,485.288147,485.4133,485.574951,485.713348,485.850342,486.003754,486.140015,486.2677,486.489044,486.584534,486.824524,486.893524,487.115967,487.194305,487.405304,487.45752,487.628113,487.804413,487.777222,487.902039,487.88739,487.965332,488.026154,487.987885,488.08551,488.181702,488.169189,488.247528,488.28363,488.268982,488.375916,488.430267,488.511444,488.48819,488.574738,488.652344,488.685242,486.2995,486.103882,485.902557,485.734833,485.550293,485.406158,485.253448,485.089294,484.926208,484.770294,484.643341,484.467041,484.3526,484.233856,484.09259,483.943451,483.805054,483.626953,483.461731,483.259308,483.149536,482.974304,482.814789,482.694641,482.505432,482.337006,482.164612,481.973999,481.775879,481.555939,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
11,4:45:31,7/14/2026,Auto gsw+F,LI-COR Default,,011,,,-0.015101,2.354096,-0.015199,-0.097664,3.251943,3.255385,3.798497,0.546554,36.749752,36.710903,42.880898,0.441786,7.5,PSF-00548_20260714044531_280,0,0,0,183.572891,520.236267,0.647136,0.5,0.8,0.0563,1,83.62,83.71,28.42,28.02,28.02,88.58,107,106.6,0.3,0,4.083,4:43:41,7/14/2026,-0.21,1,0.003,0.002,0.025,-1.444,-2.808,-1.439,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,520.236267,25,4.763433,519.71521,527.053528,-7.338318,2.512205,2.495859,1.266221,0.813581,0.238061,-0.004225,0.322299,0.107406,183.572891,0.000225,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044531_280,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044531_280,4:45:31,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,520.236267,183.572891,0.647136,6.895857,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,375.320435,485.586395,504.445923,510.518066,513.098389,514.464478,515.342468,515.980835,516.520874,516.941406,517.380615,517.727478,518.050049,518.370178,518.610107,518.832581,519.05072,519.214844,519.387268,519.523865,519.685486,519.76239,519.852539,519.953735,520.0224,520.06781,520.138611,520.184021,520.225159,520.236267,520.305664,520.485901,520.496277,520.715454,520.707947,520.890015,520.899292,521.045227,521.03302,521.201111,521.365662,521.323059,521.473999,521.472595,521.618835,521.707886,521.661743,521.795166,521.899597,521.878479,522.011169,522.076599,522.069824,522.192505,522.284729,522.382019,522.358765,522.47467,522.589417,522.648071,519.71521,519.549255,519.428711,519.293213,519.172302,519.040344,518.91626,518.784668,518.674133,518.531799,518.403076,518.241394,518.11554,517.991394,517.826172,517.738586,517.614868,517.470032,517.329102,517.135254,517.037292,516.881348,516.728638,516.625977,516.513733,516.393188,516.253723,516.131042,515.991577,515.832764,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
12,4:45:58,7/14/2026,Auto gsw+F,LI-COR Default,,012,,,-0.039721,2.376887,-0.040396,-0.280952,3.235019,3.244779,3.826527,0.591508,36.630947,36.520771,43.198418,0.441786,7.5,PSF-00548_20260714044558_4bd,0,0,0,178.788895,509.228821,0.648903,0.5,0.8,0.099472,1,82.85,83.1,28.49,28.14,28.14,88.58,108.5,107.8,0.7,0,4.082,4:43:41,7/14/2026,-0.21,1,-0.003,-0.001,0.018,-2.187,-2.421,9.775,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,509.228821,25,4.065281,508.546814,515.046936,-6.500122,2.511371,2.494817,1.27784,0.816243,0.237405,-0.003586,0.324337,0.107552,178.788895,0.000223,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044558_4bd,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044558_4bd,4:45:58,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,509.228821,178.788895,0.648903,7.061589,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,366.529938,475.323914,493.403076,499.502411,502.249725,503.762482,504.755981,505.436554,506.008026,506.407135,506.812683,507.118835,507.404205,507.679932,507.878052,508.059021,508.224243,508.401642,508.510345,508.612274,508.727783,508.795746,508.849396,508.955963,509.000671,509.078278,509.124054,509.181274,509.218811,509.228821,509.279236,509.445557,509.45343,509.652252,509.656921,509.814972,509.839294,510.017761,510.013458,510.140778,510.308502,510.220184,510.360352,510.351074,510.469421,510.58136,510.574585,510.659698,510.776642,510.744812,510.856018,510.896088,510.871063,510.964386,511.021973,511.097076,511.052368,511.133911,511.23941,511.283752,508.546814,508.422363,508.298645,508.196716,508.04187,507.950317,507.827637,507.703186,507.615204,507.514343,507.441772,507.291199,507.174622,507.071259,506.900299,506.78479,506.657837,506.542328,506.448975,506.297363,506.227966,506.041656,505.928986,505.835663,505.681519,505.58139,505.447266,505.32782,505.198364,505.059967,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
15,4:47:28,7/14/2026,Auto gsw+F,LI-COR Default,,015,,,-0.036494,2.423991,-0.037052,-0.26864,3.230754,3.239814,3.84742,0.616665,36.570255,36.467995,43.428768,0.441786,7.5,PSF-00548_20260714044728_0cb,0,0,0,162.467117,511.006226,0.682064,0.5,0.8,0.979767,1,81.74,81.97,28.7,28.24,28.24,88.59,111.8,111.5,0.3,4,4.079,4:43:41,7/14/2026,-0.21,1,0.002,0.001,0.016,-2.185,-4.835,-6.198,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,511.006226,25,5.643396,511.090271,519.082886,-7.992615,2.5098,2.493289,1.30256,0.82461,0.235441,-0.004928,0.331181,0.110369,162.467117,0.000228,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044728_0cb,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044728_0cb,4:47:28,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,511.006226,162.467117,0.682064,10.269541,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,339.085571,456.852783,487.763275,499.121185,503.46637,505.451904,506.569519,507.294769,507.85733,508.258209,508.661255,508.94989,509.231689,509.496704,509.666199,509.83429,509.992706,510.132904,510.269867,510.352844,510.500916,510.536316,510.625366,510.669006,510.727295,510.788788,510.83313,510.925781,510.979065,511.006226,511.087067,511.263367,511.321655,511.55484,511.572357,511.777985,511.811249,511.991852,512.014771,512.173157,512.388123,512.35199,512.534729,512.536194,512.641663,512.8255,512.844421,512.974609,513.110168,513.097656,513.26001,513.302551,513.304688,513.405945,513.462769,513.559326,513.512878,513.614075,513.714539,513.751404,511.090271,510.967621,510.861755,510.77771,510.648956,510.551331,510.439026,510.356079,510.257721,510.143982,510.060303,509.916901,509.836426,509.730225,509.602539,509.49527,509.402618,509.28891,509.179474,509.08078,509.012451,508.859406,508.752472,508.629089,508.481018,508.359802,508.224976,508.095154,507.951385,507.756104,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
16,4:47:44,7/14/2026,Auto gsw+F,LI-COR Default,,016,,,-0.04384,2.42981,-0.044645,-0.314673,3.248013,3.258584,3.847429,0.599416,36.782024,36.662704,43.428749,0.441786,7.5,PSF-00548_20260714044744_012,0,0,0,152.012222,502.97464,0.697774,0.5,0.8,0.483841,1,81.98,82.25,28.74,28.24,28.24,88.59,112.2,111.9,0.3,2,4.078,4:43:41,7/14/2026,-0.21,1,-0.002,0.003,-0.005,-1.821,-4.319,-12.511,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,502.97464,25,6.846981,503.748169,512.773804,-9.025635,2.510159,2.493599,1.305683,0.825473,0.235062,-0.005396,0.332346,0.108737,152.012222,0.000223,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044744_012,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF-00548_20260714044744_012,4:47:44,7/14/2026,PFA-00618,PSA-00618,PSF-00548,0,0,0,502.97464,152.012222,0.697774,8.411877,TIME,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.839999,0.849999,0.859999,0.869999,0.879999,0.889999,FLR,324.308411,441.280975,473.198547,486.248718,491.81485,494.66156,496.438629,497.62381,498.539337,499.214874,499.791382,500.215515,500.583893,500.917542,501.179688,501.409637,501.607788,501.775513,501.939301,502.068756,502.217163,502.292999,502.390991,502.502563,502.568359,502.649536,502.746826,502.819061,502.906677,502.97464,503.092651,503.326904,503.380524,503.629791,503.693115,503.939514,504.053589,504.24527,504.316437,504.473816,504.713074,504.710205,504.90152,504.943359,505.066406,505.263458,505.260956,505.417572,505.573883,505.58783,505.7323,505.826355,505.829559,505.931488,506.020203,506.133545,506.102081,506.185425,506.290192,506.349548,503.748169,503.656982,503.53717,503.444916,503.325806,503.232483,503.114807,503.012909,502.912415,502.776489,502.701752,502.532593,502.424591,502.310516,502.182831,502.005463,501.919281,501.788727,501.652466,501.453644,501.304871,501.111023,500.936523,500.798462,500.605347,500.42688,500.266327,500.121124,499.941589,499.779938,PAR,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6929.077148,6870.854004,6812.630859,6754.407715,6696.18457,6637.961914,6579.73877,6521.515625,6463.29248,6405.069336,6346.84668,6288.623535,6230.400391,6172.177246,6113.954102,6055.730957,5997.508301,5939.285156,5881.062012,5822.838867,5764.615723,5706.393066,5648.169922,5589.946777,5531.723633,5473.500488,5415.277344,5357.054688,5298.831543,5240.608398,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,6987.300293,PHASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FLASH_END
17,4:48:00,7/14/2026,Auto gsw+F,LI-COR Default,,017,,,-0.000692,2.446861,-0.000692,-0.004955,3.238295,3.23846,3.847524,0.609229,36.555382,36.553524,43.430435,0.441786,7.5,PSF-00548_20260714044800_620,0,0,0,138.792511,487.012268,0.715012,0.5,0.8,0.302933,1,81.55,81.56,28.78,28.24,28.24,88.59,113.5,112.6,0.7,1,4.077,4:43:41,7/14/2026,-0.21,1,0.003,0.003,0.009,-1.176,-3.536,-10.908,1,150,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,5,2,300,300,300,487.012268,25,5.614306,487.332001,495.047272,-7.715271,2.509227,2.493019,1.314925,0.827131,0.2347,-0.00584,0.333524,0.108145,138.792511,0.000224,2.389264,-0.000064,1,2.373994,-0.00005,1,0.600671,0.600225,0.107215,0,PSF-00548_20260714044800_620,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20.491Z,MEASUREMENT_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
