dt,individual,canopy,period,condition,Obs#,Time,Date,configName,configAuthor,remark,Observation,...13,...14,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END,month,day,instrument
2026-06-24T12:38:22Z,1,Lower,early,predrought,1,05:38:22,2026-06-24,Auto gsw+F,LI-COR Default,NA,1,NA,NA,-0.091673,2.921029,-0.094643,-0.499989,2.659605,2.67174,3.112971,0.453366,30.119724,29.982918,35.093914,0.441786,7.5,PSF-00548_20260624053822_bc9,0,0,0,247.245316,540.839539,0.542849,0.5,0.8,0.05156,1,88.07,88.47,24.14,24.64,24.64,88.7,156.6,155.7,0.6,0,4.101,05:37:44,2026-06-24,-0.39,1,0.002,-0.002,-0.002,1.692,3.99,10.683,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,540.839539,25,-0.741787,536.575928,539.777893,-3.201965,2.519865,2.503088,1.65922,0.929416,0.28227,0.006146,0.040452,0.107424,247.245316,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624053822_bc9,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:38:48Z,1,Lower,early,predrought,2,05:38:48,2026-06-24,Auto gsw+F,LI-COR Default,NA,2,NA,NA,-0.099849,2.919254,-0.103385,-0.544198,2.718668,2.731884,3.169997,0.451329,30.804001,30.654991,35.744053,0.441786,7.5,PSF-00548_20260624053848_95d,0,0,0,286.007874,586.312317,0.512192,0.5,0.8,0.06258,1,88.84,89.28,24.36,24.95,24.95,88.69,156.4,155.6,0.5,0,4.1,05:37:44,2026-06-24,-0.39,1,0,0.001,-0.007,1.235,2.663,7.693,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,585.588074,25,-1.381759,580.559875,584.334778,-3.774902,2.520869,2.50406,1.657389,0.929173,0.279802,0.007083,0.043284,0.107483,286.007874,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624053848_95d,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:39:15Z,1,Lower,early,predrought,3,05:39:15,2026-06-24,Auto gsw+F,LI-COR Default,NA,3,NA,NA,-0.098229,2.920104,-0.101649,-0.519863,2.77529,2.787897,3.213529,0.438239,31.436569,31.294413,36.236034,0.441786,7.5,PSF-00548_20260624053915_8c5,0,0,0,237.633698,548.687622,0.566905,0.5,0.8,0.070189,1,89.48,89.89,24.58,25.18,25.18,88.68,156.5,155.4,0.7,0,4.097,05:37:44,2026-06-24,-0.39,1,0.004,-0.002,-0.002,1.943,4.264,10.974,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,546.183228,25,-2.236268,541.610962,545.487122,-3.87616,2.521616,2.504851,1.658265,0.928776,0.277304,0.007134,0.046522,0.107487,237.633698,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624053915_8c5,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:40:53Z,2,Lower,early,predrought,4,05:40:53,2026-06-24,Auto gsw+F,LI-COR Default,NA,4,NA,NA,-0.119142,2.919476,-0.124211,-0.603736,2.930119,2.944734,3.345725,0.415606,33.220058,33.055187,37.74371,0.441786,7.5,PSF-00548_20260624054053_da2,0,0,0,272.212738,564.73468,0.517981,0.5,0.8,0.090792,1,90.51,90.97,25.3,25.86,25.86,88.64,156.4,155.1,0.8,0,4.095,05:40:29,2026-06-24,-0.64,1,-0.005,-0.005,-0.013,0.383,1.374,6.102,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,563.956604,25,-2.254449,555.894958,561.508179,-5.61322,2.522834,2.506379,1.657618,0.92804,0.269472,0.006703,0.058548,0.1076,272.212738,2.21e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054053_da2,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:41:15Z,2,Lower,early,predrought,5,05:41:15,2026-06-24,Auto gsw+F,LI-COR Default,NA,5,NA,NA,-0.135243,2.919413,-0.141813,-0.695508,2.968882,2.985712,3.388047,0.419166,33.681385,33.491528,38.220078,0.441786,7.5,PSF-00548_20260624054115_1db,0,0,0,174.682968,547.938477,0.6812,0.5,0.8,0.131939,1,90.68,91.19,25.49,26.07,26.07,88.65,156.4,155.2,0.8,0,4.094,05:40:29,2026-06-24,-0.64,1,-0.001,-0.005,-0.006,2.258,4.617,10.013,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,547.938477,25,2.534437,545.863892,551.565674,-5.701782,2.523078,2.506552,1.657553,0.928253,0.267431,0.006949,0.061164,0.10764,174.682968,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054115_1db,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:41:36Z,2,Lower,early,predrought,6,05:41:36,2026-06-24,Auto gsw+F,LI-COR Default,NA,6,NA,NA,-0.146285,2.918002,-0.154006,-0.758286,3.002668,3.021029,3.423284,0.420616,34.082386,33.87524,38.620518,0.441786,7.5,PSF-00548_20260624054136_65f,0,0,0,180.770874,545.66217,0.668713,0.5,0.8,0.126144,1,90.87,91.43,25.65,26.24,26.24,88.64,156.2,155.3,0.6,0,4.093,05:40:29,2026-06-24,-0.64,1,-0.005,-0.001,-0.004,2.079,4.467,10.059,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,545.66217,25,0.94905,542.180298,547.020447,-4.840149,2.523351,2.506779,1.656102,0.928427,0.265793,0.007187,0.063667,0.107629,180.770874,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054136_65f,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:42:06Z,1,Upper,early,predrought,7,05:42:06,2026-06-24,Auto gsw+F,LI-COR Default,NA,7,NA,NA,-0.103305,2.919655,-0.107095,-0.558863,3.03546,3.048967,3.480927,0.445467,34.403889,34.25148,39.278034,0.441786,7.5,PSF-00548_20260624054206_855,0,0,0,135.177261,499.273529,0.729252,0.5,0.8,0.779579,1,91.15,91.55,25.78,26.53,26.53,88.62,156.4,153.6,1.8,3,4.092,05:40:29,2026-06-24,-0.64,1,-0.005,-0.003,-0.013,1.233,2.65,5.448,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,499.273529,25,8.348735,499.577881,511.221985,-11.644104,2.523474,2.507111,1.657802,0.92436,0.264391,0.008885,0.067363,0.109562,135.177261,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054206_855,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:42:26Z,1,Upper,early,predrought,8,05:42:26,2026-06-24,Auto gsw+F,LI-COR Default,NA,8,NA,NA,-0.078967,2.917933,-0.081163,-0.455642,3.030622,3.041651,3.509829,0.479207,34.318043,34.193604,39.600353,0.441786,7.5,PSF-00548_20260624054226_804,0,0,0,100.387215,456.551666,0.780119,0.5,0.8,0.31044,1,90.93,91.26,25.79,26.67,26.67,88.63,156.2,154.9,0.8,1,4.092,05:40:29,2026-06-24,-0.64,1,-0.003,-0.002,-0.01,0.298,0.703,1.212,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,456.551666,25,9.545048,461.340302,470.212219,-8.871918,2.523085,2.506822,1.656031,0.927599,0.264257,0.010327,0.069746,0.108089,100.387215,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054226_804,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:42:42Z,1,Upper,early,predrought,9,05:42:42,2026-06-24,Auto gsw+F,LI-COR Default,NA,9,NA,NA,-0.016733,2.919854,-0.01683,-0.104616,3.027775,3.030303,3.558251,0.530476,34.190109,34.161583,40.146797,0.441786,7.5,PSF-00548_20260624054242_554,0,0,0,118.299721,494.963409,0.760993,0.5,0.8,0.867058,1,90.75,90.83,25.81,26.9,26.9,88.63,156.5,155,0.9,3,4.091,05:40:29,2026-06-24,-0.64,1,0.003,0.003,-0.016,0.749,1.559,3.347,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,494.963409,25,9.112339,497.095215,508.0047,-10.909485,2.522503,2.506583,1.658008,0.927864,0.264078,0.012774,0.071556,0.109717,118.299721,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054242_554,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:43:10Z,2,Upper,early,predrought,10,05:43:10,2026-06-24,Auto gsw+F,LI-COR Default,NA,10,NA,NA,0.075749,2.922283,0.073835,0.451916,3.008255,2.997348,3.53083,0.522575,33.811325,33.934353,39.829216,0.441786,7.5,PSF-00548_20260624054310_49f,0,0,0,107.305885,482.739319,0.777715,0.5,0.8,1.569777,1,89.92,89.59,25.86,26.77,26.77,88.65,156.8,155.2,1,5,4.089,05:40:29,2026-06-24,-0.64,1,-0.001,-0.002,-0.01,0.289,0.677,1.186,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,482.739319,25,8.101473,485.614288,494.333893,-8.719604,2.520835,2.505455,1.660519,0.92818,0.263581,0.010749,0.07501,0.111647,107.305885,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054310_49f,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:43:26Z,2,Upper,early,predrought,11,05:43:26,2026-06-24,Auto gsw+F,LI-COR Default,NA,11,NA,NA,0.045881,2.918324,0.045171,0.278568,2.999281,2.992537,3.525839,0.526557,33.758286,33.83437,39.774364,0.441786,7.5,PSF-00548_20260624054326_5dc,0,0,0,102.713585,462.672485,0.777999,0.5,0.8,1.773106,1,89.39,89.19,25.91,26.74,26.74,88.65,156.3,155.2,0.7,6,4.089,05:40:29,2026-06-24,-0.64,1,0,-0.001,0.011,0.879,1.527,2.441,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,462.672485,25,14.101217,468.217834,482.853699,-14.635864,2.520281,2.504737,1.656433,0.928217,0.263063,0.009921,0.07688,0.112219,102.713585,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054326_5dc,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:43:48Z,2,Upper,early,predrought,12,05:43:48,2026-06-24,Auto gsw+F,LI-COR Default,NA,12,NA,NA,0.03007,2.919814,0.029763,0.186694,2.982277,2.977762,3.517926,0.535648,33.591988,33.642929,39.685551,0.441786,7.5,PSF-00548_20260624054348_4dd,0,0,0,260.35379,574.758057,0.54702,0.5,0.8,1.134248,1,88.36,88.22,26.01,26.71,26.71,88.64,156.5,155.1,0.9,5,4.054,05:40:29,2026-06-24,-0.64,1,-0.005,-0,-0,1.45,3.755,10.835,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,574.758057,25,-0.858145,569.579224,573.529907,-3.950684,2.518967,2.503341,1.657966,0.928087,0.262018,0.008362,0.079506,0.111768,260.35379,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054348_4dd,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:44:26Z,3,Lower,early,predrought,13,05:44:26,2026-06-24,Auto gsw+F,LI-COR Default,NA,13,NA,NA,-0.031462,2.920575,-0.031805,-0.190096,3.02424,3.028832,3.534478,0.510239,34.167725,34.115913,39.871826,0.441786,7.5,PSF-00548_20260624054426_ee8,0,0,0,112.789032,486.677887,0.768247,0.5,0.8,1.060395,1,88.23,88.36,26.27,26.79,26.79,88.65,156.6,155,1,3,4.087,05:40:29,2026-06-24,-0.64,1,-0.001,-0.002,0.01,0.909,1.817,3.444,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,486.677887,25,8.810534,489.076508,499.287231,-10.210724,2.519076,2.503111,1.658752,0.927838,0.259317,0.006326,0.084128,0.110246,112.789032,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054426_ee8,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:44:36Z,3,Lower,early,predrought,14,05:44:36,2026-06-24,Auto gsw+F,LI-COR Default,NA,14,NA,NA,-0.08852,2.919325,-0.091288,-0.592978,3.063214,3.077548,3.617316,0.554102,34.718254,34.556549,40.807453,0.441786,7.5,PSF-00548_20260624054436_7a2,0,0,0,128.564362,517.482178,0.751558,0.5,0.8,0.802935,1,88.91,89.33,26.35,27.18,27.18,88.64,156.4,155.2,0.8,3,4.087,05:40:29,2026-06-24,-0.64,1,0.002,0.001,-0.013,2.657,4.709,7.652,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,517.482178,25,6.6179,517.94812,526.953491,-9.005371,2.520331,2.503994,1.657462,0.928262,0.258421,0.009813,0.085296,0.109561,128.564362,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054436_7a2,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:44:45Z,3,Lower,early,predrought,15,05:44:45,2026-06-24,Auto gsw+F,LI-COR Default,NA,15,NA,NA,-0.045441,2.919229,-0.046159,-0.328785,3.079153,3.087099,3.68644,0.607287,34.826794,34.737144,41.588192,0.441786,7.5,PSF-00548_20260624054445_d39,0,0,0,102.101685,481.543793,0.78797,0.5,0.8,0.922822,1,89.02,89.25,26.42,27.5,27.5,88.64,156.4,155.1,0.8,3,4.086,05:40:29,2026-06-24,-0.64,1,-0.004,0.001,-9999,0.507,0.902,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,481.543793,25,3.345312,482.297668,486.331482,-4.033813,2.520216,2.504131,1.657363,0.928045,0.257742,0.012743,0.086215,0.109786,102.101685,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054445_d39,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:45:34Z,3,Upper,early,predrought,16,05:45:34,2026-06-24,Auto gsw+F,LI-COR Default,NA,16,NA,NA,-0.055142,2.917498,-0.056204,-0.328089,3.10285,3.110787,3.60065,0.4978,35.09927,35.009716,40.626438,0.441786,7.5,PSF-00548_20260624054534_ac3,0,0,0,158.28573600000001,504.365814,0.686169,0.5,0.8,0.540841,1,87.87,88.1,26.77,27.1,27.1,88.63,156.2,155.1,0.7,2,4.085,05:40:29,2026-06-24,-0.64,1,-0.001,-0.003,0.022,0.008,-0.916,-3.678,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,504.365814,25,5.592489,504.926575,512.369629,-7.443054,2.518569,2.502513,1.655585,0.928169,0.254173,0.0042,0.092233,0.108946,158.28573600000001,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054534_ac3,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:45:58Z,3,Upper,early,predrought,17,05:45:58,2026-06-24,Auto gsw+F,LI-COR Default,NA,17,NA,NA,-0.031064,2.919029,-0.031398,-0.223922,3.022562,3.027978,3.630888,0.608326,34.165985,34.104881,40.968884,0.441786,7.5,PSF-00548_20260624054558_934,0,0,0,173.702713,524.62616,0.668902,0.5,0.8,0.677912,1,84.83,84.98,26.92,27.24,27.24,88.63,156.4,154.9,1,3,4.083,05:40:29,2026-06-24,-0.64,1,-0.001,0.001,-0.017,-0.649,-1.895,-2.258,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,524.62616,25,1.338125,521.899963,526.54126,-4.641296,2.514366,2.498424,1.657157,0.927441,0.252615,0.004062,0.095056,0.10944,173.702713,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054558_934,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:46:17Z,3,Upper,early,predrought,18,05:46:17,2026-06-24,Auto gsw+F,LI-COR Default,NA,18,NA,NA,-0.052042,2.919075,-0.052987,-0.387809,3.05344,3.062817,3.677502,0.624061,34.556847,34.451061,41.492157,0.441786,7.5,PSF-00548_20260624054617_778,0,0,0,126.58596,520.528809,0.756813,0.5,0.8,0.947598,1,85.05,85.31,27.05,27.46,27.46,88.63,156.4,155.1,0.8,3,4.082,05:40:29,2026-06-24,-0.64,1,-0.001,-0.002,0.01,0.723,1.142,2.668,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,520.528809,25,5.116146,520.844238,527.850891,-7.006653,2.514772,2.498692,1.657204,0.927984,0.251339,0.005088,0.097263,0.109964,126.58596,2.28e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054617_778,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:47:35Z,4,Lower,early,predrought,19,05:47:35,2026-06-24,Auto gsw+F,LI-COR Default,NA,19,NA,NA,-0.081691,2.918755,-0.084043,-0.667083,3.052326,3.068462,3.729077,0.67675,34.612442,34.430424,42.064213,0.441786,7.5,PSF-00548_20260624054735_2a2,0,0,0,165.49588,533.971313,0.690066,0.5,0.8,0.721279,1,82.6,83.04,27.54,27.7,27.7,88.65,156.3,154.9,0.9,3,4.081,05:40:29,2026-06-24,-0.64,1,0.001,-0.002,-0.009,1.382,3.177,8.345,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,533.971313,25,3.498033,532.821167,538.9776,-6.156433,2.511595,2.495317,1.656875,0.927597,0.246474,0.002194,0.106682,0.10951,165.49588,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054735_2a2,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:47:48Z,4,Lower,early,predrought,20,05:47:48,2026-06-24,Auto gsw+F,LI-COR Default,NA,20,NA,NA,-0.115114,2.920016,-0.119838,-0.92049,3.111491,3.13372,3.76604,0.654549,35.347759,35.097023,42.480209,0.441786,7.5,PSF-00548_20260624054748_422,0,0,0,121.960762,511.755829,0.761682,0.5,0.8,0.728519,1,83.79,84.39,27.63,27.87,27.87,88.65,156.5,154.8,1.1,2,4.042,05:40:29,2026-06-24,-0.64,1,-0.003,0.001,0.011,2.197,3.925,6.077,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,511.755829,25,8.454185,512.860535,523.855164,-10.994629,2.513364,2.49687,1.658175,0.92741,0.245656,0.003165,0.108181,0.109315,121.960762,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054748_422,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:48:06Z,4,Lower,early,predrought,21,05:48:06,2026-06-24,Auto gsw+F,LI-COR Default,NA,21,NA,NA,-0.120618,2.919144,-0.125817,-0.972989,3.11353,3.137042,3.772476,0.658946,35.386425,35.121208,42.554241,0.441786,7.5,PSF-00548_20260624054806_c59,0,0,0,188.546417,575.665161,0.672472,0.5,0.8,0.475388,1,83.31,83.94,27.74,27.9,27.9,88.65,156.4,154.9,0.9,2,4.079,05:40:29,2026-06-24,-0.64,1,0.004,0.001,-0.007,1.666,4.169,11.429,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,564.633972,25,-8.686903,556.534424,563.232727,-6.698303,2.512727,2.496201,1.657276,0.927624,0.244586,0.002242,0.110283,0.108767,188.546417,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054806_c59,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:48:31Z,4,Upper,early,predrought,22,05:48:31,2026-06-24,Auto gsw+F,LI-COR Default,NA,22,NA,NA,-0.060536,2.918749,-0.061818,-0.52342,3.09547,3.108121,3.816633,0.721163,35.069294,34.926548,43.063511,0.441786,7.5,PSF-00548_20260624054831_534,0,0,0,106.311325,484.706268,0.780669,0.5,0.8,1.839589,1,82.17,82.5,27.88,28.1,28.1,88.63,156.3,155,0.9,6,4.078,05:40:29,2026-06-24,-0.64,1,-0.002,-0.002,-9999,0.244,0.332,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,484.706268,25,2.334446,484.380493,488.047241,-3.666748,2.510772,2.494648,1.65687,0.9277,0.243256,0.00295,0.113106,0.112389,106.311325,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054831_534,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:48:42Z,4,Upper,early,predrought,23,05:48:42,2026-06-24,Auto gsw+F,LI-COR Default,NA,23,NA,NA,-0.09321,2.92038,-0.096283,-0.858216,3.090838,3.111556,3.8499,0.759063,35.107548,34.873787,43.438259,0.441786,7.5,PSF-00548_20260624054842_e16,0,0,0,105.553146,477.110626,0.778766,0.5,0.8,1.964997,1,81.75,82.29,27.94,28.25,28.25,88.63,156.5,154.9,1.1,6,4.079,05:40:29,2026-06-24,-0.64,1,0.001,0.001,-9999,0.345,0.766,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,477.110626,25,2.738065,476.970795,481.029266,-4.058472,2.510476,2.494075,1.65855,0.927448,0.242657,0.003944,0.114293,0.112755,105.553146,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054842_e16,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
2026-06-24T12:48:59Z,4,Upper,early,predrought,24,05:48:59,2026-06-24,Auto gsw+F,LI-COR Default,NA,24,NA,NA,-0.113549,2.91959,-0.118144,-1.08909,3.089177,3.115486,3.874105,0.784928,35.1516,34.854763,43.710991,0.441786,7.5,PSF-00548_20260624054859_91b,0,0,0,110.614655,494.709839,0.776405,0.5,0.8,1.25022,1,81.23,81.92,28.04,28.36,28.36,88.63,156.4,154.8,1.1,4,4.075,05:40:29,2026-06-24,-0.64,1,-0.003,-0.002,-9999,0.679,1.4,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,494.709839,25,1.843558,493.304718,497.348267,-4.043549,2.509955,2.49337,1.657735,0.927235,0.24171,0.004048,0.116265,0.110751,110.614655,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260624054859_91b,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,6,24,PSA-00618
