TIMESTAMP,TotalSapFlow_L_hr,Vh_Outer_cm_hr,Vh_Inner_cm_hr,Dendro_um,TDR315_VWC,SWC_Outer_percent,SWC_Inner_percent,radiation_mtn1300_PAR,humidity_mtn_100,humidity_mtn_300,humidity_mtn_700,humidity_mtn_1300,temperature_mtn_100,temperature_mtn_300,temperature_mtn_700,temperature_mtn_1300,VPD_1m,VPD_3m,VPD_7m,VPD_13m
11/13/2021 18:00,4.16,5.6,8.54,2805,56.7,44.39,40.35,-4.539958,77.55,75.98,70.4,70.33,27.59,28.24,28.59,28.19,0.83,0.92,1.16,1.13
11/13/2021 18:15,3.274,4.27,6.87,2810,56.8,47.96,43.53,-4.539958,77.03,75.18,70.19,69.65,27.47,28.14,28.41,28.12,0.84,0.95,1.15,1.16
11/13/2021 18:30,2.409,3.01,5.2,2817,56.8,51.45,  ,-4.211213,76.51,74.47,69.74,68.69,27.33,28.07,28.26,28.09,0.85,0.97,1.16,1.19
11/13/2021 18:45,1.676,1.9,3.83,2821,56.9,55.01,  ,-3.882468,76.02,73.72,69.3,67.69,27.2,27.96,28.1,28.07,0.87,0.99,1.17,1.23
11/13/2021 19:00,1.111,1.14,2.67,2825,57,  ,  ,-4.375585,75.51,73.17,68.92,67.08,27.07,27.85,27.96,27.99,0.88,1.01,1.17,1.24
11/13/2021 19:15,0.585,0.55,1.46,2829,57,  ,  ,-4.70433,75.13,72.77,68.45,66.56,26.94,27.74,27.84,27.89,0.88,1.01,1.18,1.26
11/13/2021 19:30,0.3,0.09,0.96,2833,57.1,  ,  ,-4.70433,74.75,72.53,68.15,66.09,26.83,27.62,27.75,27.79,0.89,1.02,1.19,1.27
11/13/2021 19:45,0.022,-0.25,0.35,2837,57.2,  ,  ,-4.539958,74.43,72.18,67.74,65.71,26.72,27.51,27.66,27.72,0.9,1.02,1.2,1.28
11/13/2021 20:00,-0.229,-0.55,-0.21,2838,57.2,  ,  ,-4.539958,74.2,71.97,67.47,65.32,26.65,27.42,27.6,27.68,0.9,1.02,1.2,1.29
11/13/2021 20:15,-0.51,-0.85,-0.87,2842,57.6,  ,  ,-4.04684,74.86,72.83,68.44,66.23,26.57,27.33,27.57,27.65,0.87,0.99,1.16,1.25
11/13/2021 20:30,-0.677,-1.07,-1.22,2844,57.5,  ,  ,-4.211213,76.9,74.76,70.01,67.6,26.52,27.35,27.63,27.76,0.8,0.92,1.11,1.21
11/13/2021 20:45,-0.805,-1.28,-1.44,2847,57.7,  ,  ,-4.70433,77.39,75.13,69.82,67.18,26.51,27.4,27.74,27.95,0.78,0.91,1.12,1.24
11/13/2021 21:00,-0.921,-1.37,-1.75,2849,57.7,  ,  ,-4.211213,77.69,75.24,69.87,67.05,26.53,27.44,27.77,28.04,0.77,0.91,1.12,1.25
11/13/2021 21:15,-1.05,-1.54,-2.02, ,57.8,  ,  ,-4.539958,77.77,75.32,70.12,67.12,26.56,27.46,27.77,28.02,0.77,0.9,1.11,1.24
11/13/2021 21:30,-1.065,-1.46,-2.16,2854,57.8,  ,  ,-4.70433,77.98,75.35,70.42,67.45,26.59,27.5,27.77,27.99,0.77,0.9,1.1,1.23
11/13/2021 21:45,-1.133,-1.68,-2.16,2856,57.8,  ,  ,-4.70433,78.05,75.58,70.46,67.44,26.59,27.44,27.76,28.03,0.76,0.89,1.1,1.23
11/13/2021 22:00,-1.161,-1.68,-2.26,2857,57.9,  ,  ,-4.539958,78.17,75.71,70.49,67.6,26.57,27.46,27.75,28.02,0.76,0.89,1.1,1.23
11/13/2021 22:15,-1.285,-1.83,-2.53,2859,57.9,  ,  ,-4.375585,77.96,75.63,70.58,67.6,26.62,27.46,27.72,28.03,0.77,0.89,1.09,1.23
11/13/2021 22:30,-1.278,-1.81,-2.53,2862,57.9,  ,  ,-4.868703,77.9,75.55,70.73,67.56,26.63,27.5,27.72,28.05,0.77,0.9,1.09,1.23
11/13/2021 22:45,-1.332,-1.9,-2.62,2863,57.9,  ,  ,-4.539958,77.96,75.47,70.78,67.65,26.67,27.53,27.69,28.02,0.77,0.9,1.08,1.22
11/13/2021 23:00,-1.315,-1.81,-2.66,2864,57.9,  ,  ,-4.539958,77.87,75.44,70.79,67.74,26.64,27.52,27.72,28.04,0.77,0.9,1.09,1.22
11/13/2021 23:15,-1.37,-1.86,-2.8,2866,58,  ,  ,-4.375585,77.91,75.46,70.83,67.63,26.7,27.56,27.71,28.07,0.77,0.9,1.08,1.23
11/13/2021 23:30,-1.398,-1.95,-2.8,2867,57.8,  ,  ,-4.70433,77.94,75.53,70.83,67.61,26.68,27.55,27.72,28.08,0.77,0.9,1.08,1.23
11/13/2021 23:45,-1.411,-1.89,-2.91,2869,57.9,  ,  ,-4.70433,78.15,75.81,70.94,67.6,26.67,27.53,27.74,28.09,0.76,0.89,1.08,1.23
11/14/2021 0:00,-1.413,-1.96,-2.84,2870,58.3,  ,  ,-4.375585,78.32,75.87,70.9,67.79,26.63,27.51,27.76,28.08,0.76,0.89,1.08,1.22
11/14/2021 0:15,-1.438,-2.06,-2.82,2872,58,70.95,  ,-4.539958,78.94,75.78,71.23,68.49,26.61,27.53,27.66,27.9,0.73,0.89,1.07,1.18
11/14/2021 0:30,-1.535,-2.19,-3.02,2871,58.3,75.16,  ,-4.375585,85.1,81.4,77.14,74.35,26.34,27.31,27.16,27.32,0.51,0.68,0.82,0.93
11/14/2021 0:45,-1.581,-2.21,-3.16,2873,57.9,72.82,  ,-4.375585,91.2,87.6,81.1,76.91,25.44,26.46,26.66,27.07,0.29,0.43,0.66,0.83
11/14/2021 1:00,-1.623,-2.19,-3.33,2874,58.4,72.13,  ,-4.539958,93.1,89.8,80.7,76.51,24.97,26.04,26.75,27.17,0.22,0.34,0.68,0.85
11/14/2021 1:15,-1.738,-2.34,-3.57,2876,58.3,73.34,  ,-4.375585,93.4,89.9,79.62,75.81,24.82,25.94,26.9,27.31,0.21,0.34,0.72,0.88
11/14/2021 1:30,-1.912,-2.48,-4.03,2878,58.3,72.51,  ,-4.539958,93.7,90.7,81.5,77.49,24.8,25.9,26.73,27.12,0.2,0.31,0.65,0.81
11/14/2021 1:45,-1.825,-2.41,-3.8,2879,58.3,71.69,  ,-4.539958,94.7,92.2,82.7,78.12,24.74,25.78,26.58,27.04,0.17,0.26,0.6,0.78
11/14/2021 2:00,-1.826,-2.46,-3.75,2881,58.4,71.72,  ,-4.211213,95.1,92.2,81.7,76.94,24.7,25.8,26.75,27.27,0.15,0.26,0.64,0.84
11/14/2021 2:15,-1.855,-2.47,-3.84,2883,58.1,72.6,  ,-4.539958,95,91.5,80.5,76.3,24.63,25.84,26.86,27.32,0.15,0.28,0.69,0.86
11/14/2021 2:30,-1.926,-2.47,-4.09,2885,58.3,72.15,  ,-4.539958,95,91.7,82.1,77.97,24.62,25.81,26.73,27.07,0.15,0.28,0.63,0.79
11/14/2021 2:45,-1.946,-2.58,-4.04,2886,58.3,72.27,  ,-4.375585,95.4,92.9,83,78.48,24.59,25.71,26.53,27.01,0.14,0.23,0.59,0.77
11/14/2021 3:00,-1.947,-2.53,-4.1,2888,58.3,  ,  ,-4.375585,95.7,92.9,82.1,77.17,24.56,25.71,26.69,27.26,0.13,0.23,0.63,0.83
11/14/2021 3:15,-1.978,-2.61,-4.12,2890,58.5,  ,  ,-4.70433,95.6,92.4,81.3,76.26,24.54,25.76,26.79,27.4,0.14,0.25,0.66,0.87
11/14/2021 3:30,-2.02,-2.62,-4.26,2891,58.3,  ,  ,-4.70433,95.5,91.9,80.8,75.62,24.55,25.81,26.87,27.5,0.14,0.27,0.68,0.9
11/14/2021 3:45,-2.028,-2.67,-4.23,2892,58.4,71.74,  ,-4.04684,95.4,90.9,80.2,75.17,24.53,25.92,26.94,27.58,0.14,0.3,0.7,0.92
11/14/2021 4:00,-2.017,-2.61,-4.26,2893,58.5,71.89,  ,-4.539958,95.2,89.8,79.79,74.5,24.53,26.04,26.99,27.67,0.15,0.34,0.72,0.95
11/14/2021 4:15,-1.983,-2.58,-4.17,2894,58.5,  ,  ,-4.375585,95,89.1,79.35,74.08,24.5,26.13,27.02,27.7,0.15,0.37,0.74,0.96
11/14/2021 4:30,-2.016,-2.65,-4.21,2895,58.6,71.93,  ,-4.70433,94.7,88.3,79,73.72,24.53,26.19,27.06,27.74,0.16,0.4,0.75,0.98
11/14/2021 4:45,-2.006,-2.62,-4.21,2895,58.7,71.91,  ,-4.375585,94.4,87.6,78.63,73.29,24.54,26.29,27.09,27.8,0.17,0.42,0.77,1
11/14/2021 5:00,-1.986,-2.61,-4.15,2896,58.4,71.72,  ,-4.539958,94.1,87.1,78.32,73.04,24.58,26.37,27.11,27.83,0.18,0.44,0.78,1.01
11/14/2021 5:15,-1.964,-2.62,-4.06,2896,58.6,73.51,  ,-4.868703,93.4,85.9,76.88,71.53,24.6,26.36,27.14,27.79,0.2,0.48,0.83,1.06
11/14/2021 5:30,-1.861,-2.48,-3.85,2897,58.5,72.7,  ,-4.539958,92.1,83.2,74.29,69.44,24.48,26.28,27.05,27.62,0.24,0.57,0.92,1.13
11/14/2021 5:45,-1.773,-2.29,-3.75,2897,58.6,71.22,  ,-4.539958,91.3,82,73.13,68.42,24.31,26.12,26.9,27.44,0.26,0.61,0.95,1.16
11/14/2021 6:00,-1.788,-2.29,-3.8,2898,58.7,71.17,  ,-4.539958,90.2,81.3,72.44,67.66,24.14,25.93,26.77,27.31,0.29,0.63,0.97,1.17
11/14/2021 6:15,-1.708,-2.18,-3.64,2897,58.6,  ,  ,-4.375585,89.2,80.8,71.85,67,24.02,25.78,26.67,27.21,0.32,0.64,0.98,1.19
11/14/2021 6:30,-1.608,-2.15,-3.32,2897,58.7,  ,  ,-4.539958,88.5,79.95,71.07,66.35,23.97,25.69,26.53,27.08,0.34,0.66,1,1.21
11/14/2021 6:45,-1.49,-1.98,-3.09,2897,58.9,  ,  ,-3.060606,87.7,78.97,70.6,65.68,23.93,25.63,26.44,27.02,0.37,0.69,1.01,1.23
11/14/2021 7:00,-1.451,-2.02,-2.91,2898,58.7,  ,  ,5.158018,85.7,78.78,70.11,65.16,23.98,25.54,26.36,26.93,0.43,0.69,1.03,1.24
11/14/2021 7:15,-1.161,-1.65,-2.29,2897,58.6,69.54,  ,15.842229,82,75.69,68.65,64.02,24.16,25.55,26.2,26.74,0.54,0.8,1.07,1.26
11/14/2021 7:30,-1.002,-1.46,-1.94, ,58.8,  ,  ,44.44304,77.32,72.98,68.42,64.66,24.44,25.51,25.56,25.91,0.69,0.88,1.03,1.18
11/14/2021 7:45,-0.728,-1.15,-1.31,2897,58.7,  ,  ,95.727252,75.66,72.73,68.8,65.43,24.46,25.32,25.27,25.53,0.75,0.88,1,1.13
11/14/2021 8:00,-0.48,-0.8,-0.82,2895,58.7,  ,  ,90.631705,75.32,73.01,69.34,66.06,24.55,25.28,25.27,25.53,0.76,0.87,0.99,1.11
11/14/2021 8:15,-0.312,-0.58,-0.47,2895,58.7,  ,  ,133.861666,74.98,73.39,70.08,68.09,24.84,25.6,25.53,25.79,0.79,0.87,0.98,1.06
11/14/2021 8:30,0.01,-0.16,0.21,2895,58.7,  ,  ,151.613893,75.3,73.79,71.51,69.71,25.22,25.95,25.92,26.24,0.79,0.88,0.95,1.03
11/14/2021 8:45,0.43,0.38,1.1,2894,58.7,  ,  ,217.362883,75.85,74.1,72.78,70.52,25.46,26.24,26.26,26.61,0.79,0.88,0.93,1.03
11/14/2021 9:00,0.7,0.71,1.69,2894,58.8,  ,  ,177.420372,76.14,74.38,74.65,71.54,25.75,26.5,26.68,26.91,0.79,0.89,0.89,1.01
11/14/2021 9:15,0.838,0.88,1.99,2894,58.9,  ,  ,197.802559,76.1,74.67,73.53,72.54,26.03,26.73,27.1,27.2,0.8,0.89,0.95,0.99
11/14/2021 9:30,0.951,1.09,2.16,2894,58.7,  ,  ,196.487579,76.04,74.77,73.38,73.29,26.2,27.04,27.5,27.59,0.81,0.9,0.98,0.99
11/14/2021 9:45,1.019,1.21,2.27,2895,58.9,  ,  ,212.924827,76.74,75.48,73.97,74.31,26.33,27.28,27.83,28.06,0.8,0.89,0.97,0.97
11/14/2021 10:00,0.971,1.08,2.24,2895,58.8,  ,  ,273.249525,77.24,75.61,74.87,74.52,26.42,27.54,28.13,28.54,0.78,0.9,0.96,0.99
11/14/2021 10:15,0.883,1,2.02,2895,58.8,  ,  ,247.607419,78.12,75.83,76.12,74.77,26.51,27.81,28.44,29,0.76,0.9,0.93,1.01
11/14/2021 10:30,0.898,1,2.07,2895,58.7,  ,  ,257.469767,78.7,75.72,76.85,74.63,26.62,28.08,28.72,29.45,0.74,0.92,0.91,1.04
11/14/2021 10:45,1.006,1.12,2.32,2896,58.7,  ,  ,265.688391,79.25,76.49,76.69,74.49,26.74,28.32,29.03,29.79,0.73,0.91,0.94,1.07
11/14/2021 11:00,1.053,1.2,2.4,2896,58.9,  ,  ,272.26329,79.5,76.23,76.51,74.93,26.85,28.53,29.36,30.14,0.72,0.93,0.96,1.07
11/14/2021 11:15,1.123,1.25,2.59,2896,58.5,  ,  ,312.863291,80.2,76.78,75.51,74.86,26.93,28.71,29.86,30.39,0.7,0.91,1.03,1.09
11/14/2021 11:30,1.384,1.58,3.15,2897,58.7,  ,  ,327.656814,80.8,77.21,72.3,74.73,27.09,28.88,30.85,30.68,0.69,0.91,1.23,1.11
11/14/2021 11:45,1.888,2.2,4.25,2896,58.7,  ,  ,376.804184,80.8,77.73,68.12,76.08,27.15,29.07,32.16,30.91,0.69,0.9,1.53,1.07
11/14/2021 12:00,2.588,3.13,5.7,2895,58.9,51.4,45.88,534.108643,81.2,77.99,67.76,76.52,27.25,29.24,32.45,31.09,0.68,0.89,1.57,1.06
11/14/2021 12:15,3.616,4.66,7.65,2893,58.9,47.38,42.67,397.679489,81.6,79.35,71.42,77.19,27.3,29.38,31.7,31.27,0.67,0.85,1.34,1.04
11/14/2021 12:30,4.448,6.05,9.06,2891,58.9,44.25,40.43,625.006621,81.9,79.29,74.23,77.26,27.42,29.48,31.17,31.47,0.66,0.85,1.17,1.05
11/14/2021 12:45,5.462,7.71,10.82,2888,58.8,41.38,38.82,597.227673,81.8,80.1,75.47,75.64,27.47,29.55,30.96,31.7,0.67,0.82,1.1,1.14
11/14/2021 13:00,6.306,9.15,12.22,2886,58.7,38.18,37.8,388.145885,82,80.6,76.58,75.71,27.52,29.64,30.92,32.01,0.66,0.81,1.05,1.16
11/14/2021 13:15,6.962,10.36,13.21,2881,58.6,36.94,37.89,502.877873,82,81.2,77.09,75.54,27.6,29.78,30.98,32.49,0.66,0.79,1.03,1.2
11/14/2021 13:30,7.44,11.24,13.93,2876,58.9,35.88,38.9,296.754789,82.1,81.1,77.33,74.51,27.66,29.88,31.07,32.92,0.66,0.8,1.02,1.28
11/14/2021 13:45,7.656,11.46,14.45,2870,58.6,35.69,40.02,291.166125,82.3,80.8,77.17,72.77,27.7,29.96,31.19,33.31,0.66,0.81,1.04,1.39
11/14/2021 14:00,7.861,11.7,14.91,2863,58.6,35.96,41.88,657.716744,82.4,81.1,76.82,71.26,27.71,30.01,31.29,33.62,0.65,0.8,1.06,1.5
11/14/2021 14:15,7.784,11.7,14.64,2856,58.6,36.48,43.46,554.819575,82.2,80.9,76.52,69.99,27.79,30.05,31.39,33.98,0.66,0.81,1.08,1.59
11/14/2021 14:30,7.666,11.42,14.53,2849,58.5,36.86,44.61,241.69001,82.5,80.5,75.89,68.02,27.82,30.05,31.47,34.31,0.65,0.83,1.11,1.73
11/14/2021 14:45,7.473,11.32,13.96,2841,58.5,37.51,45.97,202.404988,82.1,80.7,75.09,66.28,27.88,30.05,31.52,34.52,0.67,0.82,1.15,1.85
11/14/2021 15:00,7.243,10.79,13.73,2832,58.5,37.92,46.86,232.978269,82.1,80.6,74.52,65.17,27.85,30.05,31.55,34.67,0.67,0.83,1.18,1.92
11/14/2021 15:15,7.215,10.8,13.62,2825,58.3,38.23,47.48,246.292439,81.9,80.3,74.1,64.33,27.92,30.02,31.55,34.64,0.68,0.84,1.2,1.97
11/14/2021 15:30,7.194,10.86,13.48,2817,57.9,38.58,47.86,166.571789,81.4,80.3,73.29,63.94,27.99,29.97,31.46,34.42,0.7,0.83,1.23,1.96
11/14/2021 15:45,7.147,10.68,13.51, ,57.9,38.66,48.29,229.033329,80.8,79.75,72.48,64.8,28,29.87,31.34,33.88,0.73,0.85,1.26,1.86
11/14/2021 16:00,7.094,10.73,13.27,2803,57.6,38.58,48.53,175.447902,80.7,79.13,71.85,66,27.92,29.69,31.17,33.09,0.73,0.87,1.28,1.72
11/14/2021 16:15,7.411,11.34,13.72,2797,57.5,38.54,47.91,113.315107,80.2,78.21,71.23,66.78,27.81,29.49,30.94,32.36,0.74,0.9,1.29,1.61
11/14/2021 16:30,8.237,12.51,15.35,2792,57.3,38.49,46.59,88.330491,79.59,77.96,70.2,66.22,27.19,29.23,30.53,31.75,0.74,0.89,1.3,1.58
11/14/2021 16:45,8.139,12.13,15.42,2790,56.9,37.05,42.39,62.852757,81.7,78,69.96,67.58,26.02,28.44,29.99,30.67,0.62,0.85,1.27,1.43
11/14/2021 17:00,7.881,11.72,14.96,2790,56.7,36.1,38.9,54.798506,82.7,78.74,71.19,68.39,25.34,27.5,29.09,29.61,0.56,0.78,1.16,1.31
11/14/2021 17:15,6.999,10.35,13.35,2793,56.7,36.41,36.98,12.883525,83.8,79.55,73.51,69.91,25.04,26.81,27.94,28.55,0.51,0.72,1,1.17
11/14/2021 17:30,6.117,8.88,11.85,2798,56.8,38.9,37.53,-2.238743,83.8,79.81,74.73,71.16,25.24,26.59,27.17,27.81,0.52,0.7,0.91,1.08
11/14/2021 17:45,5.044,7.05,10.07,2805,57,43.27,39.85,-4.70433,83.2,79.66,74.82,71.5,25.31,26.41,26.66,27.22,0.54,0.7,0.88,1.03
11/14/2021 18:00,3.985,5.29,8.26,2810,57.1,47.48,42.6,-4.70433,83.7,79.81,75.41,72.19,25.03,26.13,26,26.63,0.52,0.68,0.83,0.97
11/14/2021 18:15,2.997,3.79,6.42,2816,57,51.49,46.31,-4.211213,84.1,79.41,76.28,72.78,24.47,25.75,25.38,25.78,0.49,0.68,0.77,0.9
11/14/2021 18:30,2.091,2.55,4.58,2820,57.3,55.2,  ,-4.375585,83.5,78.85,76.94,74.02,24.05,25.37,24.8,24.98,0.49,0.68,0.72,0.82
11/14/2021 18:45,1.313,1.48,3.01,2824,57.2,58.93,  ,-4.375585,83.6,78.68,77.77,75.88,23.67,25.06,24.35,24.18,0.48,0.68,0.68,0.73
11/14/2021 19:00,0.716,0.7,1.76,2828,57.1,61.85,  ,-4.375585,83.5,78.59,77.88,77.38,23.35,24.77,23.96,23.63,0.47,0.67,0.66,0.66
11/14/2021 19:15,0.226,0.09,0.7,2832,57.5,63.54,  ,-4.70433,83.4,78.52,78.2,77.37,23.1,24.49,23.62,23.33,0.47,0.66,0.64,0.65
11/14/2021 19:30,-0.125,-0.38,-0.03,2836,57.7,65.14,  ,-4.70433,83.4,78.68,78.29,77.39,22.84,24.2,23.33,23.05,0.46,0.64,0.62,0.64
11/14/2021 19:45,-0.472,-0.81,-0.78,2839,57.6,  ,  ,-4.539958,82.6,78.39,77.23,77.1,22.78,23.98,23.28,22.95,0.48,0.64,0.65,0.64
11/14/2021 20:00,-0.806,-1.24,-1.49,2841,58,  ,  ,-4.70433,81.2,78.24,76.04,75.65,22.93,23.86,23.39,23.15,0.53,0.64,0.69,0.69
11/14/2021 20:15,-0.933,-1.3,-1.87,2844,57.9,  ,  ,-4.868703,81.3,79,76.74,75.81,22.97,23.83,23.44,23.33,0.52,0.62,0.67,0.69
11/14/2021 20:30,-1.093,-1.55,-2.16,2847,58.1,  ,  ,-4.70433,83.6,81.5,78.26,77.3,23.14,23.9,23.79,23.64,0.46,0.55,0.64,0.66
11/14/2021 20:45,-1.195,-1.68,-2.38,2850,58,  ,  ,-4.868703,83.5,81.7,77.12,76.11,23.37,24.06,24.23,24.08,0.47,0.55,0.69,0.72
11/14/2021 21:00,-1.325,-1.85,-2.65,2852,58.1,  ,  ,-4.539958,83.3,81.7,76.57,75.34,23.56,24.26,24.51,24.4,0.49,0.55,0.72,0.75
11/14/2021 21:15,-1.373,-1.85,-2.82,2855,58.3,  ,  ,-4.70433,83.2,81.4,76.47,74.97,23.72,24.43,24.67,24.61,0.49,0.57,0.73,0.77
11/14/2021 21:30,-1.464,-1.98,-3,2857,58.3,  ,  ,-4.868703,83,81.4,76.4,74.67,23.86,24.58,24.79,24.8,0.5,0.57,0.74,0.79
11/14/2021 21:45,-1.47,-1.99,-3.01,2859,58.3,  ,  ,-4.375585,83.1,81.3,76.64,74.66,23.95,24.69,24.87,24.9,0.5,0.58,0.73,0.8
11/14/2021 22:00,-1.62,-2.16,-3.35,2860,58.4,  ,  ,-4.70433,83.2,81.3,76.66,74.53,24.01,24.76,24.94,25,0.5,0.58,0.74,0.81
11/14/2021 22:15,-1.532,-2.07,-3.14,2862,58.4,  ,  ,-4.868703,83.2,81.3,76.6,74.57,24.08,24.82,25.02,25.05,0.5,0.59,0.74,0.81
11/14/2021 22:30,-1.573,-2.12,-3.23,2865,58.1,  ,  ,-3.882468,83.2,81.2,76.64,74.62,24.14,24.88,25.05,25.08,0.51,0.59,0.74,0.81
11/14/2021 22:45,-1.595,-2.18,-3.24,2866,58.3,  ,  ,-3.882468,83.1,81.2,76.81,74.77,24.16,24.92,25.01,25.07,0.51,0.59,0.74,0.8
11/14/2021 23:00,-1.581,-2.09,-3.29,2868,58.4,  ,  ,-4.868703,83.2,81.2,77.25,75.04,24.14,24.91,24.93,25.02,0.51,0.59,0.72,0.79
11/14/2021 23:15,-1.666,-2.21,-3.46,2870,58.4,  ,  ,-4.539958,83.3,81.4,77.33,75.4,24.11,24.89,24.91,24.92,0.5,0.59,0.71,0.78
11/14/2021 23:30,-1.633,-2.22,-3.33,2872,58.6,  ,  ,-4.211213,83.4,81.4,77.17,75.6,24.09,24.87,24.9,24.85,0.5,0.58,0.72,0.77
11/14/2021 23:45,-1.872,-2.47,-3.9,2873,58.4,  ,  ,-4.539958,83.5,81.5,77.34,76.13,24.11,24.86,24.91,24.75,0.5,0.58,0.71,0.74
11/15/2021 0:00,-1.737,-2.31,-3.6, ,58.4,  ,  ,-4.70433,83.4,81.4,77.24,75.72,24.09,24.87,24.88,24.84,0.5,0.58,0.72,0.76
11/15/2021 0:15,-1.737,-2.3,-3.61,2876,58.4,  ,  ,-4.211213,83.3,81.3,77.37,75.37,24.1,24.85,24.84,24.86,0.5,0.59,0.71,0.77
11/15/2021 0:30,-1.83,-2.4,-3.83,2877,58.4,71.38,  ,-4.04684,83.2,81.2,77.19,75.36,24.05,24.81,24.83,24.84,0.5,0.59,0.72,0.77
11/15/2021 0:45,-1.792,-2.36,-3.74,2878,58.3,70.88,  ,-5.033075,83.2,81.2,77.15,75.2,24.02,24.78,24.8,24.82,0.5,0.59,0.72,0.78
11/15/2021 1:00,-1.774,-2.32,-3.72,2879,58.3,  ,  ,-4.375585,83.1,81.1,77.09,74.99,24.01,24.77,24.79,24.83,0.5,0.59,0.72,0.78
11/15/2021 1:15,-1.806,-2.36,-3.79,2880,58.6,  ,  ,-4.70433,83.1,81.1,77.01,75.06,23.98,24.75,24.76,24.75,0.5,0.59,0.72,0.78
11/15/2021 1:30,-1.81,-2.4,-3.76,2881,58.4,  ,  ,-4.539958,83.2,81.1,76.94,75.37,23.94,24.73,24.79,24.67,0.5,0.59,0.72,0.77
11/15/2021 1:45,-1.812,-2.36,-3.81,2883,58.4,  ,  ,-4.539958,83,81,76.88,74.99,23.9,24.7,24.74,24.71,0.5,0.59,0.72,0.78
11/15/2021 2:00,-1.81,-2.4,-3.76,2884,58.4,  ,  ,-4.70433,83,81.1,76.93,74.96,23.92,24.67,24.76,24.73,0.5,0.59,0.72,0.78
11/15/2021 2:15,-1.89,-2.53,-3.9,2884,58.5,71.77,  ,-4.539958,83,81,76.7,74.83,23.88,24.66,24.73,24.66,0.5,0.59,0.73,0.78
11/15/2021 2:30,-1.874,-2.44,-3.94,2885,58.6,71.53,  ,-4.211213,83,81.1,77,75.1,23.85,24.63,24.67,24.56,0.5,0.59,0.71,0.77
11/15/2021 2:45,-1.876,-2.4,-3.99,2886,58.6,  ,  ,-4.539958,83.1,81.2,76.96,74.94,23.81,24.58,24.65,24.64,0.5,0.58,0.71,0.78
11/15/2021 3:00,-1.892,-2.49,-3.95,2886,58.8,71.98,  ,-4.375585,83.1,81.2,76.9,74.71,23.81,24.56,24.65,24.68,0.5,0.58,0.72,0.79
11/15/2021 3:15,-1.881,-2.5,-3.9,2888,58.7,72.13,  ,-4.375585,83.1,81.3,77.08,74.62,23.77,24.54,24.63,24.69,0.5,0.58,0.71,0.79
11/15/2021 3:30,-1.933,-2.54,-4.04,2888,58.8,71.72,  ,-4.868703,83,81.2,77,74.57,23.79,24.54,24.62,24.7,0.5,0.58,0.71,0.79
11/15/2021 3:45,-1.905,-2.53,-3.95,2890,58.6,72.36,  ,-4.539958,83,81.1,77.02,74.44,23.79,24.54,24.58,24.69,0.5,0.58,0.71,0.79
11/15/2021 4:00,-1.918,-2.49,-4.04,2891,58.8,  ,  ,-4.375585,83,81,77.14,74.4,23.76,24.53,24.55,24.66,0.5,0.59,0.7,0.79
11/15/2021 4:15,-1.904,-2.49,-3.99,2891,58.6,71.93,  ,-4.211213,82.8,80.8,77,74.38,23.77,24.55,24.51,24.63,0.51,0.59,0.71,0.79
11/15/2021 4:30,-1.929,-2.49,-4.08,2892,58.7,71.89,  ,-4.375585,82.9,80.9,77.17,74.61,23.75,24.55,24.52,24.56,0.5,0.59,0.7,0.78
11/15/2021 4:45,-1.933,-2.54,-4.04,2893,58.7,72.08,  ,-4.375585,82.9,81,77.19,74.86,23.76,24.55,24.5,24.49,0.5,0.59,0.7,0.77
11/15/2021 5:00,-1.912,-2.5,-4.01,2894,58.7,  ,  ,-4.211213,83,81,77.24,74.96,23.73,24.52,24.47,24.46,0.5,0.58,0.7,0.77
11/15/2021 5:15,-1.813,-2.38,-3.79,2894,58.7,72.08,  ,-4.539958,82.3,80.1,76.29,74.58,23.73,24.53,24.42,24.36,0.52,0.61,0.73,0.78
11/15/2021 5:30,-1.772,-2.36,-3.67,2894,59.1,72.63,  ,-4.70433,80.4,77.97,75.19,73.27,23.55,24.33,23.96,24.05,0.57,0.67,0.74,0.8
11/15/2021 5:45,-1.767,-2.36,-3.65,2894,59.1,72.89,  ,-4.375585,79.92,77.32,75.05,73,23.18,24.02,23.55,23.68,0.57,0.68,0.72,0.79
11/15/2021 6:00,-1.712,-2.32,-3.5,2894,58.9,73.01,  ,-4.70433,79.88,77.08,74.88,73.1,22.89,23.75,23.28,23.33,0.56,0.67,0.72,0.77
11/15/2021 6:15,-1.741,-2.36,-3.56,2895,58.7,72.84,  ,-4.211213,79.99,77.18,74.57,73.12,22.64,23.56,23.1,23.09,0.55,0.66,0.72,0.76
11/15/2021 6:30,-1.612,-2.2,-3.28,2895,58.8,72.68,  ,-4.539958,79.98,76.98,74.41,73.13,22.47,23.37,22.94,22.87,0.54,0.66,0.72,0.75
11/15/2021 6:45,-1.537,-2.04,-3.19,2895,58.9,71.1,  ,-2.731861,79.82,77.12,74.33,73.32,22.29,23.22,22.8,22.69,0.54,0.65,0.71,0.74
11/15/2021 7:00,-1.404,-1.96,-2.81,2896,58.9,71.62,  ,4.993646,79.78,76.96,74.18,73.37,22.18,23.1,22.71,22.56,0.54,0.65,0.71,0.73
11/15/2021 7:15,-1.241,-1.78,-2.43,2896,58.9,72.32,  ,15.677857,79.33,76.31,74.04,72.82,22.18,22.99,22.61,22.45,0.55,0.67,0.71,0.74
